date,latitude,longitude,xco2_bias_corrected
2024-01-21,16.580614,77.631035,421.0676
2024-01-21,14.589328,77.80402,420.67947
2024-01-21,13.8957815,78.947845,420.26218
2024-01-21,13.054275,80.213295,421.30368
2024-01-21,13.088271,79.28039,420.2571
2024-01-21,13.056317,78.41944,421.04782
2024-01-21,12.973081,77.59579,420.21414
2024-01-21,12.314283,78.48208,419.85736
2024-01-21,11.628343,78.656586,421.76022
2024-01-30,21.44763,76.48097,418.12646
2024-01-30,21.451384,76.48026,418.76215
2024-01-30,16.022968,77.87917,419.60693
2024-01-30,16.027271,77.87809,419.83377
2024-01-30,16.030962,77.87725,419.50793
2024-01-30,16.401072,75.423515,422.30032
2024-01-30,16.405933,75.422844,421.19974
2024-01-30,16.410196,75.42177,420.56876
2024-01-30,13.467578,77.3193,417.1462
2024-01-30,13.469266,77.31797,417.70865
2024-01-30,12.877289,79.696815,422.48798
2024-01-30,12.878461,79.695786,420.72083
2024-01-30,12.883497,79.69536,421.21426
2024-01-30,10.349441,79.13984,421.06784
2024-01-30,10.34773,79.1382,420.3907
2024-01-30,10.347877,79.13699,420.17862
2024-01-30,10.939288,76.77723,425.89337
2024-01-30,10.940843,76.775734,425.96024
2024-01-30,10.942541,76.77441,425.48813
2024-01-16,26.45246,93.92446,418.10626
2024-01-16,26.455858,93.924095,415.65433
2024-01-16,26.458733,93.922874,416.6567
2024-01-16,23.919785,93.38873,422.86755
2024-01-16,23.921839,93.38707,423.89435
2024-01-16,23.922596,93.38538,424.0132
2024-01-16,12.628935,93.08325,421.9286
2024-01-16,30.966646,76.60944,419.4633
2024-01-16,30.521065,76.65036,420.28815
2024-01-16,30.249651,77.24383,418.89932
2024-01-16,29.354172,77.262375,421.50607
2024-01-16,28.852686,77.01342,423.4849
2024-01-16,28.852488,77.26249,420.7722
2024-01-16,28.470606,76.00835,425.11212
2024-01-16,25.207273,73.91351,420.4743
2024-01-16,24.671673,73.59382,416.73315
2024-01-16,24.133854,73.279564,418.393
2024-01-16,23.58602,72.96967,417.65005
2024-01-16,23.034473,72.662155,419.8582
2024-01-16,22.878578,73.44567,418.88892
2024-01-16,22.82795,70.892845,419.8249
2024-01-16,22.285095,70.773674,420.43387
2024-01-16,21.379759,73.50099,420.8785
2024-01-16,21.147776,72.84085,424.73907
2024-01-16,19.97987,73.8891,421.43423
2024-01-16,19.551098,73.37694,419.12787
2024-01-16,18.225111,73.28343,422.94638
2024-01-22,26.45704,93.92436,419.30383
2024-01-22,26.46085,93.92331,416.90497
2024-01-22,23.921162,93.38893,425.84277
2024-01-22,23.920025,93.3868,424.25824
2024-01-22,23.923185,93.385414,421.85645
2024-01-22,12.630715,93.078964,421.03217
2024-01-22,29.79699,75.859055,426.2022
2024-01-22,29.354092,77.26175,426.18533
2024-01-22,29.103685,77.51062,424.88583
2024-01-22,29.103975,77.262184,422.64246
2024-01-22,29.26124,75.949425,423.42963
2024-01-22,29.013681,77.16202,425.70346
2024-01-22,28.852709,77.0133,426.20258
2024-01-22,28.85228,77.26227,424.18835
2024-01-22,27.356564,75.2649,421.0679
2024-01-22,26.813953,74.91396,422.4187
2024-01-22,26.27241,74.57112,421.1717
2024-01-22,25.74033,74.23879,422.22745
2024-01-22,25.206049,73.91301,421.9008
2024-01-22,24.671406,73.59348,423.574
2024-01-22,24.132788,73.27908,420.56195
2024-01-22,23.586143,72.96942,418.78696
2024-01-22,23.03477,72.66192,422.6952
2024-01-22,22.87755,73.44536,419.9729
2024-01-22,22.549635,72.944695,422.73965
2024-01-22,22.286499,70.77373,422.44308
2024-01-22,21.95856,71.37219,420.59723
2024-01-22,21.597052,73.0285,420.2995
2024-01-22,21.380194,73.50077,421.35815
2024-01-22,21.148832,72.84072,422.73947
2024-01-22,19.978786,73.88859,421.3755
2024-01-22,19.550138,73.37651,420.4758
2024-01-08,25.45508,90.94634,420.09473
2024-01-08,23.053617,88.58008,421.3674
2024-01-08,22.96523,88.530334,422.43094
2024-01-08,22.874428,88.48,423.02438
2024-01-02,23.053158,88.579315,420.9736
2024-01-02,22.965391,88.529755,422.15057
2024-01-02,22.87541,88.47961,422.11935
2024-01-02,21.456337,84.66088,418.55865
2024-01-02,18.870731,84.13111,421.9089
2024-01-02,18.872297,84.12945,420.7053
2024-01-02,18.875769,84.128456,420.29562
2024-01-04,26.450176,93.92398,419.78854
2024-01-04,26.454782,93.923584,417.78687
2024-01-04,26.458498,93.92264,416.1938
2024-01-04,23.918442,93.38833,424.1075
2024-01-04,23.9192,93.3866,425.2749
2024-01-04,23.921902,93.38519,422.486
2024-01-04,30.96792,76.609764,418.70023
2024-01-04,27.910149,75.63012,422.1515
2024-01-04,27.35925,75.2658,421.41403
2024-01-04,26.276705,74.57234,420.175
2024-01-04,25.740654,74.23917,419.9825
2024-01-04,25.207693,73.91369,421.26932
2024-01-04,24.672369,73.59398,420.38074
2024-01-04,24.133533,73.27949,419.65347
2024-01-04,23.587591,72.970085,418.41757
2024-01-04,23.03416,72.66201,420.09906
2024-01-04,22.877832,73.445595,419.8454
2024-01-04,22.550041,72.945015,419.3511
2024-01-04,22.826513,70.89238,420.1687
