latitude,longitude,co2,blh,temperature,pressure,specific_humidity,month,year_month_str,season,fossil_flux_imp_gC,bio_flux_opt_gC,ocn_flux_opt_gC,fire_flux_imp_gC,f_anthro,f_natural,co2_anthro_only,co2_natural_only
13.5,79.5,427.7619516129032,510.2708303225807,297.8700641935484,98424.80135483872,0.0139448320645161,1,2024-01,Winter,0.26513942687668085,-0.4889587909203334,0.0,0.002234260778199018,0.35264282108690814,0.6473571789130919,332.1071914660814,375.6547601468218
13.5,80.5,427.7619516129032,510.2708303225807,297.8700641935484,98424.80135483872,0.0139448320645161,1,2024-01,Winter,0.9351351868297727,-0.0922224618991038,0.0014447266318107356,3.2967525846262616e-05,0.9115444576754842,0.0884555423245158,414.691588048055,293.0703635648482
14.5,75.5,429.4135619354839,408.3239738709677,300.43243677419355,95232.24170967744,0.0095017766129032,1,2024-01,Winter,0.31030024786427923,0.06124231518393876,0.0,0.009687983270915428,0.8139438218167401,0.18605617818325992,401.61424563302,307.7993163024639
14.5,76.5,429.4135619354839,408.3239738709677,300.43243677419355,95232.24170967744,0.0095017766129032,1,2024-01,Winter,0.21013277984091483,0.027307862604550787,0.0,0.00034843990144217365,0.8836939768931632,0.1163060231068368,412.03586474854075,297.3776971869432
14.5,77.5,429.4135619354839,408.3239738709677,300.43243677419355,95232.24170967744,0.0095017766129032,1,2024-01,Winter,0.18312129647590084,-0.024045571414039752,0.0,0.0003715339663621875,0.8855194795815541,0.11448052041844592,412.308619607536,297.1049423279479
14.5,78.5,427.2553893548387,537.229386451613,298.85826451612905,99514.97177419356,0.0131687865806451,1,2024-01,Winter,1.349648508900866,-0.325325766937121,0.0,0.00152390542586714,0.8065064448660576,0.1934935551339424,398.7624205559381,308.4929687989006
14.5,79.5,427.2553893548387,537.229386451613,298.85826451612905,99514.97177419356,0.0131687865806451,1,2024-01,Winter,0.3448477781802189,-0.7258107778551822,0.0,0.0001854372201176035,0.32214520114420964,0.6778547988557904,327.43761702328345,379.81777233155526
14.5,80.5,427.2553893548387,537.229386451613,298.85826451612905,99514.97177419356,0.0131687865806451,1,2024-01,Winter,0.12366329136369106,-0.3287555512692211,0.0003706330283967806,1.0470164160836153e-05,0.27356851115305647,0.7264314888469435,320.28443762506686,386.97095172977185
15.5,73.5,426.79419322580645,398.182434516129,299.58855677419353,97854.0614516129,0.0119236006774193,1,2024-01,Winter,0.07217987909208472,-0.21943922092818216,0.0,9.14534704102126e-05,0.24759188346735617,0.7524081165326438,316.34505078284843,390.449142442958
15.5,75.5,429.4135619354839,408.3239738709677,300.43243677419355,95232.24170967744,0.0095017766129032,1,2024-01,Winter,0.350321671279312,-0.14777227443234345,0.0,0.0006762720096654578,0.7042807077442019,0.29571929225579807,385.22908914650475,324.1844727889792
15.5,76.5,429.4135619354839,408.3239738709677,300.43243677419355,95232.24170967744,0.0095017766129032,1,2024-01,Winter,2.558685009132543,0.001325927247435109,0.0,0.0009389400030249131,0.9991156143775609,0.0008843856224390878,429.2814227295108,280.13213920597315
15.5,77.5,429.4135619354839,408.3239738709677,300.43243677419355,95232.24170967744,0.0095017766129032,1,2024-01,Winter,0.2737056776335984,-0.1448076587723768,0.0,7.692484531132522e-05,0.6541153448208396,0.34588465517916045,377.73370358633895,331.679858349145
15.5,78.5,427.2553893548387,537.229386451613,298.85826451612905,99514.97177419356,0.0131687865806451,1,2024-01,Winter,0.2557912372780068,-0.34187619645478884,0.0,0.004548181286792879,0.43126443160145755,0.5687355683985424,343.50601179036585,363.74937756447287
15.5,79.5,427.2553893548387,537.229386451613,298.85826451612905,99514.97177419356,0.0131687865806451,1,2024-01,Winter,0.12103892651133645,-0.5067927922342678,0.0,0.00021291215201691164,0.19285420583280077,0.8071457941671992,308.3988211686273,398.85656818621146
15.5,80.5,427.2553893548387,537.229386451613,298.85826451612905,99514.97177419356,0.0131687865806451,1,2024-01,Winter,0.13115625336668219,-0.5708904570976128,0.00027299040325509606,3.7466299013621563e-06,0.18689350974283592,0.8131064902571641,307.52107654507364,399.7343128097651
16.5,72.5,426.79419322580645,398.182434516129,299.58855677419353,97854.0614516129,0.0119236006774193,1,2024-01,Winter,0.0037272450017185686,0.0,0.0,0.0,1.0,0.0,426.79419322580645,280.0
16.5,73.5,426.79419322580645,398.182434516129,299.58855677419353,97854.0614516129,0.0119236006774193,1,2024-01,Winter,0.31986978043504355,-0.24621176199899836,0.0,0.001543060519466196,0.5666040326431553,0.4333959673568447,363.17418185034046,343.620011375466
16.5,74.5,426.79419322580645,398.182434516129,299.58855677419353,97854.0614516129,0.0119236006774193,1,2024-01,Winter,0.43244481609192315,-0.04051685124296581,0.0,0.012173041483358935,0.9384884778628639,0.061511522137136065,417.76465895959427,289.02953426621224
16.5,75.5,430.08414225806456,300.1694422580645,300.22763806451616,95523.96577419354,0.0094441582580645,1,2024-01,Winter,0.5794561360988754,-0.23898742063387537,0.0,0.004134145655896161,0.711592090447038,0.288407909552962,386.7986885323668,323.2854537256978
16.5,76.5,430.08414225806456,300.1694422580645,300.22763806451616,95523.96577419354,0.0094441582580645,1,2024-01,Winter,0.2319596122652308,-0.14138307887660376,0.0,0.0005968156804843658,0.6222996082200313,0.3777003917799687,373.397302927233,336.68683933083156
16.5,77.5,430.08414225806456,300.1694422580645,300.22763806451616,95523.96577419354,0.0094441582580645,1,2024-01,Winter,1.876362150464733,-0.11751819817091592,0.0,0.00032522884281795025,0.9412140812337927,0.05878591876620731,421.2613080631861,288.8228341948785
16.5,78.5,429.92393129032257,271.7798372580645,299.4115241935484,98193.48083870969,0.011161937,1,2024-01,Winter,0.12706059888726012,0.009573677808513169,0.0,0.002545471820916519,0.9129244753019767,0.08707552469802327,416.86922630842736,293.0547049818952
16.5,79.5,429.92393129032257,271.7798372580645,299.4115241935484,98193.48083870969,0.011161937,1,2024-01,Winter,0.5441159666061,-0.2227742623816165,0.0,0.00033079375617110096,0.7098157580458786,0.2901842419541214,386.4183689380585,323.50556235226406
16.5,80.5,429.92393129032257,271.7798372580645,299.4115241935484,98193.48083870969,0.011161937,1,2024-01,Winter,0.777409244353596,-0.3699865260139668,7.245386518548558e-05,0.001312361822733689,0.6783610934774295,0.32163890652257054,381.70256196853825,328.2213693217843
17.5,72.5,426.79419322580645,398.182434516129,299.58855677419353,97854.0614516129,0.0119236006774193,1,2024-01,Winter,0.00471319643583901,-0.15543684460724347,0.0,0.0,0.029429879662479126,0.9705701203375209,284.3201354417862,422.47405778402026
17.5,73.5,426.79419322580645,398.182434516129,299.58855677419353,97854.0614516129,0.0119236006774193,1,2024-01,Winter,0.14248175840315935,-0.3232830932616178,0.0,0.00244091923601301,0.30752082599373576,0.6924791740062642,325.14227155188405,381.6519216739224
17.5,74.5,426.79419322580645,398.182434516129,299.58855677419353,97854.0614516129,0.0119236006774193,1,2024-01,Winter,0.21542318161172763,-0.030234102046694133,0.0,0.0028625342905115574,0.8872645811845541,0.11273541881544591,410.2452883728197,296.54890485298677
17.5,75.5,430.08414225806456,300.1694422580645,300.22763806451616,95523.96577419354,0.0094441582580645,1,2024-01,Winter,0.25779910361682407,-0.25398892707832554,0.0,0.003296552206538072,0.5069880509759572,0.4930119490240428,356.09086676581444,353.9932754922501
17.5,76.5,430.08414225806456,300.1694422580645,300.22763806451616,95523.96577419354,0.0094441582580645,1,2024-01,Winter,0.5186476751380511,-0.22265539013911065,0.0,0.0017114549488094024,0.7012622478340309,0.2987377521659691,385.2483429641328,324.83579929393176
17.5,77.5,430.08414225806456,300.1694422580645,300.22763806451616,95523.96577419354,0.0094441582580645,1,2024-01,Winter,0.5728152565699676,-0.12298315304724418,0.0,0.002232741901944363,0.8258990939631227,0.17410090603687733,403.9543571091679,306.12978514889664
17.5,78.5,429.92393129032257,271.7798372580645,299.4115241935484,98193.48083870969,0.011161937,1,2024-01,Winter,0.5837702209477825,0.09577025588906403,0.0,0.0006386246313284824,0.8582595667636762,0.1417404332363238,408.67364831673945,301.2502829735832
17.5,79.5,429.92393129032257,271.7798372580645,299.4115241935484,98193.48083870969,0.011161937,1,2024-01,Winter,0.2375027613849675,0.0849685524117938,0.0,0.0002447649416518315,0.7359495762139644,0.2640504237860356,390.3364536974444,319.58747759287814
17.5,80.5,429.92393129032257,271.7798372580645,299.4115241935484,98193.48083870969,0.011161937,1,2024-01,Winter,0.941917718736907,-0.20699697839724002,7.009209197709314e-05,0.0033689370440234522,0.8222939561719536,0.17770604382804644,403.2815425855715,306.6423887047511
17.5,82.5,432.6708012903226,177.1119312903226,296.51004774193547,95814.2867096774,0.010511371,1,2024-01,Winter,0.2360702099453221,-0.178188572517701,7.312756932825084e-05,0.00195507155895499,0.5726654437805945,0.4273345562194055,367.4292921732615,345.241509117061
18.5,72.5,430.04699387096775,300.69890451612906,298.39483193548386,97338.42964516128,0.0104358193870967,1,2024-01,Winter,0.30938341895739974,-0.17384317855544665,0.0,0.0,0.6402450124843861,0.35975498751561386,376.06683946416234,333.9801544068054
18.5,73.5,430.04699387096775,300.69890451612906,298.39483193548386,97338.42964516128,0.0104358193870967,1,2024-01,Winter,1.535454212366992,-0.16168800610797368,0.0,0.005300451210918567,0.9075637226110357,0.09243627738896432,416.1772083241308,293.869785546837
18.5,74.5,430.04699387096775,300.69890451612906,298.39483193548386,97338.42964516128,0.0104358193870967,1,2024-01,Winter,0.21254018592787963,-0.16023648549272804,0.0,0.0061108331772553445,0.5796563621692483,0.4203436378307517,366.97569462167667,343.0712992492911
18.5,75.5,430.2857238709677,164.30371364516128,298.7321403225807,95526.6168064516,0.0092642104516129,1,2024-01,Winter,0.13813171233581065,-0.32125949327375053,0.0,0.0012309235773061084,0.30149211477499044,0.6985078852250095,325.3099607103483,384.97576316061935
18.5,76.5,430.2857238709677,164.30371364516128,298.7321403225807,95526.6168064516,0.0092642104516129,1,2024-01,Winter,1.0232161614292365,-0.39799700610889394,0.0,0.0007269900729197709,0.7203281367053614,0.27967186329463856,388.2550354493906,322.03068842157705
18.5,77.5,430.2857238709677,164.30371364516128,298.7321403225807,95526.6168064516,0.0092642104516129,1,2024-01,Winter,0.19118558936805669,0.010640081823011589,0.0,0.0005368866065828762,0.944767606462206,0.05523239353779397,421.98508362701415,288.3006402439535
18.5,78.5,432.2620090322581,112.69938703225806,299.39473032258064,97959.84238709678,0.0102527656129032,1,2024-01,Winter,0.18442756732724686,0.18977651048333435,0.0,0.0017846854317446674,0.49051350826775303,0.509486491732247,354.68657222630924,357.5754368059489
18.5,79.5,432.2620090322581,112.69938703225806,299.39473032258064,97959.84238709678,0.0102527656129032,1,2024-01,Winter,2.089673034635564,-0.043424445973166845,0.0,0.0010868488687316939,0.9801419390343836,0.019858060965616375,429.23838077414825,283.0236282581098
18.5,80.5,432.2620090322581,112.69938703225806,299.39473032258064,97959.84238709678,0.0102527656129032,1,2024-01,Winter,0.04139588843976442,-0.199528057249543,0.0,0.003428976620592658,0.17430216986106886,0.8256978301389312,306.53959856172827,405.72241047052984
18.5,81.5,432.6708012903226,177.1119312903226,296.51004774193547,95814.2867096774,0.010511371,1,2024-01,Winter,0.06920354814262,-0.2280164953575091,0.0,3.526732502617204e-05,0.23286370531256584,0.7671362946874342,315.551488481503,397.1193128088196
18.5,82.5,432.6708012903226,177.1119312903226,296.51004774193547,95814.2867096774,0.010511371,1,2024-01,Winter,0.12217317911371285,-0.08157131302643922,0.0,0.00024528342045238054,0.6003619369448974,0.39963806305510263,371.6577379775876,341.01306331273497
18.5,83.5,432.6708012903226,177.1119312903226,296.51004774193547,95814.2867096774,0.010511371,1,2024-01,Winter,0.26762677740774843,-0.060880654526533094,0.0,0.0009174266213708368,0.8169564793410409,0.18304352065895912,404.7254003203176,307.945400970005
19.5,70.5,427.3877867741936,381.2504496774194,297.7025277419355,100882.8636451613,0.0096399942903225,1,2024-01,Winter,0.007099463654326065,0.0,0.0,0.0,1.0,0.0,427.3877867741936,280.0
19.5,72.5,430.04699387096775,300.69890451612906,298.39483193548386,97338.42964516128,0.0104358193870967,1,2024-01,Winter,1.094311227573166,-0.059151493323372155,0.0,7.948126549827466e-05,0.9487837086337664,0.051216291366233624,422.3621433142448,287.68485055672295
19.5,73.5,430.04699387096775,300.69890451612906,298.39483193548386,97338.42964516128,0.0104358193870967,1,2024-01,Winter,1.1940005429454938,0.02429190641541674,0.0,0.002470583248667016,0.9780772443552173,0.021922755644782743,426.7575502891003,283.28944358186743
19.5,74.5,430.04699387096775,300.69890451612906,298.39483193548386,97338.42964516128,0.0104358193870967,1,2024-01,Winter,0.258053164405982,-0.1095364286292464,0.0,0.001134179425709893,0.7041870711206195,0.2958129288793805,385.66115314445034,324.3858407265174
19.5,75.5,430.2857238709677,164.30371364516128,298.7321403225807,95526.6168064516,0.0092642104516129,1,2024-01,Winter,0.20285447664834302,-0.2065462287556515,0.0,0.0011997835226845496,0.49694762009216076,0.5030523799078392,354.68413281150504,355.60159105946263
19.5,76.5,430.2857238709677,164.30371364516128,298.7321403225807,95526.6168064516,0.0092642104516129,1,2024-01,Winter,0.1615606242155463,-0.18115389118929232,0.0,0.0016876199354330242,0.4737474561739965,0.5262525438260035,351.1974793831386,359.08824448782906
19.5,77.5,430.2857238709677,164.30371364516128,298.7321403225807,95526.6168064516,0.0092642104516129,1,2024-01,Winter,0.1859822911173876,-0.13134870573553747,0.0,0.002095530221282034,0.5899789547941648,0.41002104520583516,368.66541428987796,341.6203095810897
19.5,78.5,432.2620090322581,112.69938703225806,299.39473032258064,97959.84238709678,0.0102527656129032,1,2024-01,Winter,0.22068929661833275,0.06955562166473259,0.0,0.0021655924672757967,0.7547242267455849,0.24527577325441507,394.9158270296003,317.3461820026578
19.5,79.5,432.2620090322581,112.69938703225806,299.39473032258064,97959.84238709678,0.0102527656129032,1,2024-01,Winter,0.893722966243448,-0.05171077266305799,0.0,0.0003268520277933346,0.9456316302963742,0.054368369703625796,423.9837718333755,288.2782371988826
19.5,80.5,432.2620090322581,112.69938703225806,299.39473032258064,97959.84238709678,0.0102527656129032,1,2024-01,Winter,0.0385308064549838,-0.4823566846482476,0.0,7.232199186441993e-05,0.07398172852900274,0.9260182714709972,291.2646066175051,420.997402414753
19.5,81.5,432.6708012903226,177.1119312903226,296.51004774193547,95814.2867096774,0.010511371,1,2024-01,Winter,0.057208933033664644,-0.1971582879269188,0.0,0.00017606128471228037,0.2250626383176108,0.7749373616823891,314.3604933324637,398.31030795785887
19.5,82.5,432.6708012903226,177.1119312903226,296.51004774193547,95814.2867096774,0.010511371,1,2024-01,Winter,0.12290439206306757,0.027205086142610482,0.0,0.0010729549834388144,0.8129541870074563,0.18704581299254375,404.1143671427511,308.5564341475715
19.5,83.5,432.6708012903226,177.1119312903226,296.51004774193547,95814.2867096774,0.010511371,1,2024-01,Winter,0.10373314969653931,-0.14519803826674252,0.0,0.00017989763596959357,0.41701552406037784,0.5829844759396221,343.66609420880167,369.0047070815209
19.5,85.5,436.7726035483871,149.8324789677419,295.1174329032258,99233.45625806451,0.0106150656774193,1,2024-01,Winter,0.032513118898495286,-0.09860984573652648,0.0,1.02798756124053e-05,0.2479784389905262,0.7520215610094738,318.87622550440966,397.89637804397745
20.5,69.5,427.3877867741936,381.2504496774194,297.7025277419355,100882.8636451613,0.0096399942903225,1,2024-01,Winter,0.006460825106041779,0.0,0.029733827066811137,0.0,0.17850220179454004,0.82149779820546,306.30904445681773,401.0787423173759
20.5,70.5,427.3877867741936,381.2504496774194,297.7025277419355,100882.8636451613,0.0096399942903225,1,2024-01,Winter,0.12207935529932726,-0.039947496752209016,0.0,1.4865939559982922e-05,0.753520515543528,0.24647948445647205,391.05972107490993,316.3280656992837
20.5,71.5,427.3877867741936,381.2504496774194,297.7025277419355,100882.8636451613,0.0096399942903225,1,2024-01,Winter,0.10451230430569038,-0.019502294497539263,0.0,7.09651666321923e-07,0.8427467682910974,0.1572532317089026,404.21058098952903,303.1772057846646
20.5,72.5,432.0018003225807,200.48384032258065,297.6997677419355,98751.54477419352,0.0095789356774193,1,2024-01,Winter,0.05908824557971592,-0.031069555180518394,0.0,3.555226429601271e-05,0.6556454878328846,0.34435451216711543,379.6592945239752,332.34250579860554
20.5,73.5,432.0018003225807,200.48384032258065,297.6997677419355,98751.54477419352,0.0095789356774193,1,2024-01,Winter,0.1641861338722112,0.013228175653317329,0.0,0.0006334612103489718,0.9221465295163445,0.07785347048365554,420.1679326477042,291.83386767487656
20.5,74.5,432.0018003225807,200.48384032258065,297.6997677419355,98751.54477419352,0.0095789356774193,1,2024-01,Winter,0.22219397031168103,-0.18303851608436578,0.0,0.00018094841811509073,0.5485572809349184,0.4514427190650816,363.3816942821673,348.6201060404134
20.5,75.5,432.18360096774194,118.93391516129032,297.20370387096773,96751.83577419356,0.0093753983225806,1,2024-01,Winter,0.1664414047396523,-0.20903519223005873,0.0,5.401061812435067e-05,0.44334414281558016,0.5566558571844198,347.4697081216318,364.71389284611007
20.5,76.5,432.18360096774194,118.93391516129032,297.20370387096773,96751.83577419356,0.0093753983225806,1,2024-01,Winter,0.18569628059793564,-0.22702991509590376,0.0,6.752007391237481e-05,0.44999970088831565,0.5500002991116844,348.48257491559065,363.7010260521513
20.5,77.5,432.18360096774194,118.93391516129032,297.20370387096773,96751.83577419356,0.0093753983225806,1,2024-01,Winter,1.6301103508322126,-0.10244156534917186,0.0,0.00010856314613686026,0.9409314007157883,0.05906859928421171,423.19432882455,288.9892721431919
20.5,78.5,433.45006096774193,100.63963664516127,297.54739806451613,97312.17719354838,0.0097290200645161,1,2024-01,Winter,0.6821839125880612,-0.14236067508944836,0.0,0.0003504218591868403,0.8276980605786466,0.1723019394213534,407.0103178586751,306.43974310906685
20.5,79.5,433.45006096774193,100.63963664516127,297.54739806451613,97312.17719354838,0.0097290200645161,1,2024-01,Winter,2.087544132933466,-0.1340198117857635,0.0,0.0002513882570412533,0.9397795581987927,0.060220441801207336,424.2092305018423,289.24083046589965
20.5,80.5,433.45006096774193,100.63963664516127,297.54739806451613,97312.17719354838,0.0097290200645161,1,2024-01,Winter,0.07797094819922644,-0.13509792766570694,0.0,5.547406467657307e-05,0.3660377588464598,0.6339622411535402,336.16851641148486,377.281544556257
20.5,81.5,437.03756645161286,94.29538274193548,296.3817480645161,97784.78387096772,0.0099774921935483,1,2024-01,Winter,0.16684340366033779,-0.05321393241335181,0.0,0.0008297381119425505,0.7610510958088874,0.2389489041911126,399.51361203116096,317.5239544204519
20.5,82.5,437.03756645161286,94.29538274193548,296.3817480645161,97784.78387096772,0.0099774921935483,1,2024-01,Winter,0.2952877303849638,-0.1072160399589693,0.0,0.000422953199318447,0.7343989511411059,0.26560104885889413,395.3282240918162,321.70934235979666
20.5,83.5,437.03756645161286,94.29538274193548,296.3817480645161,97784.78387096772,0.0099774921935483,1,2024-01,Winter,0.1918798170524832,-0.1248090464475879,0.0,8.391826157837619e-05,0.6060543903000114,0.3939456096999886,375.17330659002977,341.8642598615831
20.5,84.5,436.7726035483871,149.8324789677419,295.1174329032258,99233.45625806451,0.0106150656774193,1,2024-01,Winter,0.10883875101593467,-0.26841150569178535,0.0,0.000132158522112643,0.28860654404967634,0.7113934559503237,325.24559931177004,391.5270042366171
20.5,85.5,436.7726035483871,149.8324789677419,295.1174329032258,99233.45625806451,0.0106150656774193,1,2024-01,Winter,1.8456033835345216,-0.06494837421470634,0.0,0.00038915058311754297,0.9662022367156647,0.03379776328433526,431.4740402041898,285.2985633441973
20.5,86.5,436.7726035483871,149.8324789677419,295.1174329032258,99233.45625806451,0.0106150656774193,1,2024-01,Winter,0.804242566328129,0.013091456745174392,0.0,0.0008665249832444782,0.9829406350783155,0.017059364921684472,434.0981624947326,282.6744410536545
21.5,69.5,427.3877867741936,381.2504496774194,297.7025277419355,100882.8636451613,0.0096399942903225,1,2024-01,Winter,0.043737310063587956,-0.07518424903282826,0.018416131140183208,1.6011110530281122e-06,0.4351805442290532,0.5648194557709467,344.14029726110925,363.24748951308436
21.5,70.5,427.3877867741936,381.2504496774194,297.7025277419355,100882.8636451613,0.0096399942903225,1,2024-01,Winter,0.19575564478270263,-0.27983545838362817,0.0,0.00023595614933185044,0.411809246225964,0.5881907537740361,340.69565337439377,366.69213339979984
21.5,71.5,427.3877867741936,381.2504496774194,297.7025277419355,100882.8636451613,0.0096399942903225,1,2024-01,Winter,0.44353102640747755,-0.017049027155443288,0.0,3.564929561564863e-05,0.963058116215971,0.03694188378402896,421.9430042839961,285.4447824901975
21.5,72.5,432.0018003225807,200.48384032258065,297.6997677419355,98751.54477419352,0.0095789356774193,1,2024-01,Winter,4.872116121155384,-0.023957777741225914,0.0,0.0018239335050548259,0.9954775819803474,0.004522418019652585,431.3143846417822,280.6874156807985
21.5,73.5,432.0018003225807,200.48384032258065,297.6997677419355,98751.54477419352,0.0095789356774193,1,2024-01,Winter,0.9302956370313962,-0.023107110354297796,0.0,0.0034129585534448674,0.9792690910656404,0.020730908934359582,428.85066484223455,283.1511354803461
21.5,74.5,432.0018003225807,200.48384032258065,297.6997677419355,98751.54477419352,0.0095789356774193,1,2024-01,Winter,0.333175649590376,-0.27832663127319973,0.0,0.0013223523649052431,0.5460285303224326,0.4539714696775674,362.9973196365026,349.0044806860781
